7.272729999999999473e-01,1.533329999999999971e-01,4.337349999999999817e-01,2.453999999999999931e-02,1.046509999999999940e-01,1.736100000000000143e-02,5.299500000000000044e-02,2.234430000000000027e-01,1.240310000000000024e-01,3.370790000000000175e-01,2.608699999999999908e-01,8.333329999999999904e-01,1.000000000000000000e+00
2.727269999999999972e-01,1.066669999999999979e-01,2.048190000000000011e-01,9.202000000000000110e-03,5.980099999999999999e-02,1.736100000000000143e-02,2.903229999999999977e-01,8.116400000000000003e-02,3.410850000000000271e-01,1.348310000000000064e-01,4.637680000000000136e-01,1.666670000000000096e-01,0.000000000000000000e+00
3.140499999999999958e-01,1.466669999999999918e-01,1.626509999999999900e-01,1.533740000000000103e-01,4.983400000000000329e-02,1.041669999999999957e-01,2.603690000000000171e-01,2.128400000000000014e-01,4.263569999999999860e-01,4.494399999999999784e-02,1.884059999999999901e-01,5.000000000000000000e-01,1.000000000000000000e+00
3.305790000000000117e-01,1.199999999999999956e-01,1.867469999999999963e-01,4.601199999999999735e-02,2.657800000000000093e-02,7.291699999999999571e-02,2.165900000000000047e-01,6.844000000000000083e-02,2.093019999999999881e-01,1.404489999999999905e-01,5.942030000000000367e-01,6.666670000000000096e-01,1.000000000000000000e+00
2.809920000000000195e-01,1.133330000000000032e-01,2.349400000000000099e-01,2.814420000000000255e-01,4.817300000000000054e-02,1.423609999999999876e-01,3.433180000000000121e-01,2.465779999999999916e-01,1.937979999999999980e-01,1.404489999999999905e-01,1.449280000000000013e-01,5.000000000000000000e-01,1.000000000000000000e+00
2.314049999999999996e-01,1.333330000000000071e-01,2.469880000000000131e-01,9.815999999999999726e-02,6.146200000000000274e-02,2.013890000000000124e-01,4.331800000000000095e-01,1.632929999999999937e-01,3.255810000000000093e-01,1.460670000000000024e-01,2.028989999999999960e-01,3.333329999999999904e-01,0.000000000000000000e+00
1.818180000000000074e-01,5.999999999999999778e-02,1.265060000000000073e-01,8.282200000000000673e-02,6.810599999999999987e-02,8.680599999999999428e-02,2.949309999999999987e-01,1.309039999999999926e-01,2.790699999999999847e-01,1.797749999999999904e-01,2.608699999999999908e-01,5.000000000000000000e-01,1.000000000000000000e+00
2.396689999999999932e-01,1.199999999999999956e-01,1.807229999999999948e-01,1.840500000000000122e-02,5.647800000000000042e-02,8.333300000000000429e-02,2.649770000000000181e-01,1.405440000000000023e-01,5.581399999999999695e-01,2.191009999999999902e-01,3.188409999999999855e-01,5.000000000000000000e-01,1.000000000000000000e+00
2.066119999999999901e-01,1.733329999999999871e-01,3.132530000000000037e-01,8.742300000000000071e-02,6.312299999999999855e-02,2.152779999999999971e-01,4.147469999999999768e-01,1.484479999999999966e-01,3.565889999999999893e-01,1.235959999999999975e-01,2.318840000000000068e-01,3.333329999999999904e-01,0.000000000000000000e+00
2.644630000000000036e-01,3.266669999999999852e-01,0.000000000000000000e+00,2.147200000000000150e-02,3.006639999999999868e-01,3.819399999999999878e-02,8.986199999999999743e-02,1.860420000000000129e-01,4.573639999999999928e-01,2.134830000000000061e-01,2.028989999999999960e-01,5.000000000000000000e-01,1.000000000000000000e+00
1.983469999999999955e-01,1.466669999999999918e-01,2.530120000000000147e-01,2.453999999999999931e-02,4.485000000000000098e-02,9.375000000000000000e-02,2.811060000000000225e-01,5.764400000000000079e-02,3.178289999999999726e-01,8.988799999999999568e-02,5.217389999999999528e-01,5.000000000000000000e-01,1.000000000000000000e+00
2.231400000000000050e-01,2.333330000000000126e-01,1.686749999999999916e-01,1.633439999999999892e-01,3.820599999999999691e-02,1.041669999999999957e-01,1.866359999999999963e-01,9.812999999999999501e-02,2.325579999999999870e-01,8.988799999999999568e-02,6.376810000000000533e-01,5.000000000000000000e-01,1.000000000000000000e+00
2.314049999999999996e-01,1.333330000000000071e-01,1.686749999999999916e-01,1.211659999999999959e-01,7.142900000000000638e-02,1.875000000000000000e-01,4.723499999999999921e-01,1.752460000000000129e-01,2.868220000000000214e-01,1.853930000000000022e-01,1.304349999999999954e-01,5.000000000000000000e-01,1.000000000000000000e+00
