0.735537,0.346667,0.295181,0.033742,0.109635,0.013889,0.029954,0.236939,0.325581,0.196629,0.492754,0.333333,0
0.264463,0.186667,0.180723,0.067485,0.051495,0.135417,0.315668,0.089069,0.472868,0.11236,0.608696,0.666667,1
0.247934,0.153333,0.192771,0.107362,0.071429,0.118056,0.315668,0.169462,0.325581,0.089888,0.144928,0.333333,0
0.272727,0.2,0.240964,0.02454,0.054817,0.184028,0.449309,0.08984,0.24031,0.157303,0.492754,0.333333,0
0.214876,0.24,0.156627,0.021472,0.074751,0.065972,0.400922,0.155967,0.666667,0.196629,0.289855,0.333333,0
0.231405,0.16,0.246988,0.101227,0.064784,0.1875,0.396313,0.159244,0.372093,0.134831,0.202899,0.333333,0
0.214876,0.113333,0.192771,0.075153,0.066445,0.138889,0.391705,0.152111,0.364341,0.258427,0.173913,0.5,1
0.181818,0.393333,0.042169,0.009202,0.084718,0.027778,0.235023,0.115481,0.302326,0.073034,0.101449,0.166667,0
0.429752,0.306667,0.295181,0.035276,0.141196,0.138889,0.239631,0.213804,0.27907,0.219101,0.173913,0.333333,0
0.190083,0.106667,0.162651,0.141104,0.08804,0.111111,0.336406,0.182957,0.457364,0.140449,0.217391,0.5,1
0.247934,0.326667,0,0.029141,0.104651,0.107639,0.133641,0.150376,0.550388,0.191011,0.463768,0.5,1
0.31405,0.066667,0.216867,0.027607,0.066445,0.128472,0.269585,0.17139,0.682171,0.134831,0.333333,0.333333,0
0.330579,0.24,0.168675,0.032209,0.151163,0.059028,0.205069,0.182957,0.387597,0.252809,0.202899,0.333333,0
0.280992,0.12,0.156627,0.185583,0.04485,0.166667,0.479263,0.221515,0.534884,0.157303,0.289855,0.5,1
0.214876,0.1,0.180723,0.099693,0.046512,0.215278,0.529954,0.155967,0.263566,0.067416,0.173913,0.5,1
0.338843,0.053333,0.445783,0.264571,0.046512,0.177083,0.417051,0.24465,0.209302,0.106742,0.188406,0.333333,0
0.190083,0.166667,0.192771,0.110429,0.071429,0.177083,0.407834,0.182379,0.51938,0.241573,0.217391,0.333333,0
0.264463,0.06,0.216867,0.088957,0.076412,0.142361,0.269585,0.117023,0.302326,0.157303,0.434783,0.833333,1
0.297521,0.113333,0.222892,0.030675,0.068106,0.079861,0.290323,0.082321,0.248062,0.174157,0.463768,0.5,1
0.289256,0.1,0.162651,0.030675,0.043189,0.131944,0.262673,0.082321,0.248062,0.207865,0.478261,0.666667,1
0.206612,0.08,0.349398,0.01227,0.32392,0.048611,0.209677,0.115481,0.341085,0.117978,0.289855,0.5,1
0.719008,0.133333,0.325301,0.026074,0.121262,0.038194,0.052995,0.242722,0.302326,0.640449,0.26087,0.666667,1
0.280992,0.086667,0.174699,0.038344,0.05814,0.131944,0.267281,0.083285,0.217054,0.213483,0.478261,0.5,1
0.504132,0.616667,0.277108,0.01227,0.061462,0.114583,0.412442,0.182957,0.232558,0.151685,0.318841,0.166667,0
0.380165,0.18,0.427711,0.177914,0.061462,0.072917,0.354839,0.213804,0.20155,0.241573,0.202899,0.333333,0
0.297521,0.146667,0.192771,0.016871,0.034884,0.076389,0.281106,0.111625,0.348837,0.247191,0.42029,0.333333,0
0.214876,0.153333,0.240964,0.08589,0.051495,0.15625,0.375576,0.157895,0.333333,0.134831,0.188406,0.5,1
0.198347,0.106667,0.174699,0.194785,0.049834,0.166667,0.285714,0.155967,0.472868,0.134831,0.434783,0.833333,1
0.239669,0.12,0.23494,0.088957,0.269103,0.21875,0.447005,0.164064,0.364341,0.089888,0.202899,0.5,1
